address,city,state,postcode,latitude,longitude,bedroom_number,bathroom_number,square_meter,price,household_number,household_mean_income,families_number,family_mean_income,non_family_number,non_family_mean_income,population,20to24,25to34,35to44,45to54,55to59,60to64,65to74,75to84,median_age
Long Bay Point Drive,Galena,IL,61036,42.40206,-90.34235,3,3,136,234900,3228,91301,2213,111332,1015,47566,6978,169,520,774,791,582,658,1510,579,56.8
7th Street,East Moline,IL,61244,41.512463,-90.44393,2,2,93,134900,9171,63893,5859,77649,3312,37221,23628,1282,2790,3172,3405,1288,1356,2245,1123,39.6
7th Street,East Moline,IL,61244,41.512463,-90.44393,3,2,127,80000,9171,63893,5859,77649,3312,37221,23628,1282,2790,3172,3405,1288,1356,2245,1123,39.6
Long Bay Point Drive,Galena,IL,61036,42.40216,-90.339676,1,1,75,125000,3228,91301,2213,111332,1015,47566,6978,169,520,774,791,582,658,1510,579,56.8
East Point Drive,Galena,IL,61036,42.40642,-90.32462,1,2,86,153000,3228,91301,2213,111332,1015,47566,6978,169,520,774,791,582,658,1510,579,56.8
Valleywood Lane,Galena,IL,61036,42.396576,-90.33258,2,2,105,179900,3228,91301,2213,111332,1015,47566,6978,169,520,774,791,582,658,1510,579,56.8
Redansa Drive,Rockford,IL,61108,42.255653,-88.982834,2,2,194,149900,12066,66081,7191,81124,4875,41909,29582,1724,3219,3632,2828,2398,2000,3652,1392,41.4
Brandywine Drive,Rockford,IL,61108,42.2554,-88.98505,2,3,169,140000,12066,66081,7191,81124,4875,41909,29582,1724,3219,3632,2828,2398,2000,3652,1392,41.4
Sandhutton Court,Rockford,IL,61108,42.239902,-89.00869,2,2,140,145000,12066,66081,7191,81124,4875,41909,29582,1724,3219,3632,2828,2398,2000,3652,1392,41.4
Laurel Cherry Drive,Rockford,IL,61108,42.260303,-88.9884,2,2,146,165000,12066,66081,7191,81124,4875,41909,29582,1724,3219,3632,2828,2398,2000,3652,1392,41.4
Swanson Court,Rockford,IL,61109,42.238422,-88.98742,2,2,145,179900,10648,61338,6885,68223,3763,43307,26834,2310,3871,2542,3775,1893,1725,2272,1055,36
Carriage Green Way,Rockford,IL,61108,42.24975,-88.99677,3,3,165,231500,12066,66081,7191,81124,4875,41909,29582,1724,3219,3632,2828,2398,2000,3652,1392,41.4
Jacqueline Drive,Rockford,IL,61109,42.228104,-89.04417,3,2,102,50000,10648,61338,6885,68223,3763,43307,26834,2310,3871,2542,3775,1893,1725,2272,1055,36
Elaine Drive,Rockford,IL,61108,42.262337,-89.00239,3,3,199,149000,12066,66081,7191,81124,4875,41909,29582,1724,3219,3632,2828,2398,2000,3652,1392,41.4
3rd Street,Pt Byron,IL,61275,41.61518,-90.33341,3,3,212,260000,1886,99501,1452,110943,434,57262,4330,166,395,437,608,425,400,499,244,46.4
Redansa Drive,Rockford,IL,61108,42.25657,-88.982796,3,3,177,199900,12066,66081,7191,81124,4875,41909,29582,1724,3219,3632,2828,2398,2000,3652,1392,41.4
Wolverton Lane,Rockford,IL,61109,42.210377,-89.02375,2,2,125,86500,10648,61338,6885,68223,3763,43307,26834,2310,3871,2542,3775,1893,1725,2272,1055,36
Garrett Lane,Rockford,IL,61107,42.274544,-88.99735,2,1,129,108000,13542,85733,7865,106608,5677,53773,29363,1457,3679,3534,3730,1664,2308,3737,1533,43.4
South Stewart Avenue,Riverdale,IL,60827,41.64576,-87.63077,2,1,89,52500,10485,50572,6468,57052,4017,38538,26010,1819,3664,3132,2734,1512,1469,1855,531,30.9
Anjali Way,Machesney Park,IL,61115,42.367455,-88.99902,4,3,235,169900,8583,78988,6202,87779,2381,52645,22480,1435,2588,2974,3464,1434,1272,2508,841,39.1
Shingle Oak Lane,Rockford,IL,61107,42.281403,-88.961914,3,3,200,187900,13542,85733,7865,106608,5677,53773,29363,1457,3679,3534,3730,1664,2308,3737,1533,43.4
North Crest Drive,Rockford,IL,61107,42.28238,-88.97844,2,3,203,190000,13542,85733,7865,106608,5677,53773,29363,1457,3679,3534,3730,1664,2308,3737,1533,43.4
Shingle Oak Lane,Rockford,IL,61107,42.281403,-88.961914,3,3,140,159900,13542,85733,7865,106608,5677,53773,29363,1457,3679,3534,3730,1664,2308,3737,1533,43.4
None,Niles,IL,60714,42.056984,-87.853516,1,1,81,112900,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
West Touhy Avenue,Niles,IL,60714,42.010807,-87.803444,1,1,84,225000,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
West Terrace Drive,Niles,IL,60714,42.05619,-87.85448,1,1,72,124900,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
West Touhy Avenue,Niles,IL,60714,42.01013,-87.804825,2,2,139,299900,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
None,Niles,IL,60714,42.056984,-87.853516,2,2,116,199000,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
Dee Rd & Heathwood Dr,Niles,IL,60714,42.05819,-87.854576,2,2,119,199000,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
Fox Glen Drive,Niles,IL,60714,42.057697,-87.8531,1,2,96,165900,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
West Golf Road,Niles,IL,60714,42.053795,-87.84609,1,1,105,149000,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
None,Niles,IL,60714,42.011395,-87.804146,2,2,143,289999,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
Elmwood Drive,Niles,IL,60714,42.05652,-87.85403,2,2,125,183000,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
West Touhy Avenue,Niles,IL,60714,42.011402,-87.80229,2,2,143,297500,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
West Golf Road,Niles,IL,60714,42.053047,-87.84612,1,1,102,145000,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
Elmwood Drive,Niles,IL,60714,42.05652,-87.85403,2,2,111,180000,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
North Caldwell Avenue,Niles,IL,60714,42.025105,-87.79093,2,1,74,205000,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
North Milwaukee Avenue,Niles,IL,60714,42.00668,-87.79279,2,2,139,300000,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
Washington Street,Niles,IL,60714,42.053215,-87.82606,2,2,136,219000,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
None,Niles,IL,60714,42.056984,-87.853516,2,2,113,154900,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
None,Niles,IL,60714,42.056984,-87.853516,1,1,60,129000,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
North Caldwell Avenue,Niles,IL,60714,42.023975,-87.79172,2,2,111,239000,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
Fox Glen Drive,Niles,IL,60714,42.057697,-87.8531,2,2,117,169900,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
West Touhy Avenue,Niles,IL,60714,42.011402,-87.80229,2,1,102,239900,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
Wood River Drive,Niles,IL,60714,42.024345,-87.79184,2,2,111,230000,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
Elmwood Drive,Niles,IL,60714,42.05652,-87.85403,2,2,111,174900,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
West Touhy Avenue,Niles,IL,60714,42.01013,-87.804825,1,1,84,239900,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
West Foster Avenue,Norridge,IL,60706,41.974308,-87.84055,2,2,145,259000,8793,89500,6012,103414,2781,56801,24272,1002,2654,3710,3415,1815,1752,2334,1547,43.6
North Neva Avenue,Norridge,IL,60706,41.959976,-87.80629,2,2,116,324900,8793,89500,6012,103414,2781,56801,24272,1002,2654,3710,3415,1815,1752,2334,1547,43.6
West Foster Avenue,Harwood Heights,IL,60706,41.974304,-87.840546,2,2,135,239900,8793,89500,6012,103414,2781,56801,24272,1002,2654,3710,3415,1815,1752,2334,1547,43.6
West Forest Preserve Drive,Harwood Heights,IL,60706,41.956844,-87.80205,2,1,102,214900,8793,89500,6012,103414,2781,56801,24272,1002,2654,3710,3415,1815,1752,2334,1547,43.6
North Cumberland Avenue,Harwood Heights,IL,60706,41.964066,-87.83583,2,2,132,285000,8793,89500,6012,103414,2781,56801,24272,1002,2654,3710,3415,1815,1752,2334,1547,43.6
North Cumberland Avenue,Norridge,IL,60706,41.964066,-87.83583,2,2,129,325000,8793,89500,6012,103414,2781,56801,24272,1002,2654,3710,3415,1815,1752,2334,1547,43.6
West Foster Avenue,Harwood Heights,IL,60706,41.974297,-87.84115,2,2,102,234900,8793,89500,6012,103414,2781,56801,24272,1002,2654,3710,3415,1815,1752,2334,1547,43.6
Shingle Oak Lane,Rockford,IL,61107,42.281403,-88.961914,4,3,224,185000,13542,85733,7865,106608,5677,53773,29363,1457,3679,3534,3730,1664,2308,3737,1533,43.4
Centennial Trail,Rockford,IL,61107,42.28009,-88.97701,2,2,141,182900,13542,85733,7865,106608,5677,53773,29363,1457,3679,3534,3730,1664,2308,3737,1533,43.4
Colosseum Drive,Rockford,IL,61107,42.273,-88.975525,2,2,115,159900,13542,85733,7865,106608,5677,53773,29363,1457,3679,3534,3730,1664,2308,3737,1533,43.4
Colosseum Drive,Rockford,IL,61107,42.273,-88.975525,2,2,115,155000,13542,85733,7865,106608,5677,53773,29363,1457,3679,3534,3730,1664,2308,3737,1533,43.4
West Lawrence Avenue,Harwood Heights,IL,60706,41.967422,-87.81777,2,2,102,189900,8793,89500,6012,103414,2781,56801,24272,1002,2654,3710,3415,1815,1752,2334,1547,43.6
Cullom Avenue,Norridge,IL,60706,41.95872,-87.8055,2,2,141,324900,8793,89500,6012,103414,2781,56801,24272,1002,2654,3710,3415,1815,1752,2334,1547,43.6
None,Harwood Heights,IL,60706,41.967865,-87.81384,2,2,114,285000,8793,89500,6012,103414,2781,56801,24272,1002,2654,3710,3415,1815,1752,2334,1547,43.6
North Leonard Drive,Harwood Heights,IL,60706,41.969566,-87.84585,1,1,74,139900,8793,89500,6012,103414,2781,56801,24272,1002,2654,3710,3415,1815,1752,2334,1547,43.6
North Grace Avenue,Niles,IL,60714,42.041634,-87.83869,2,1,93,179900,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
West Foster Avenue,Norridge,IL,60706,41.974297,-87.84115,2,2,139,279000,8793,89500,6012,103414,2781,56801,24272,1002,2654,3710,3415,1815,1752,2334,1547,43.6
North Neva Avenue,Harwood Heights,IL,60706,41.959976,-87.80629,2,2,116,305000,8793,89500,6012,103414,2781,56801,24272,1002,2654,3710,3415,1815,1752,2334,1547,43.6
West Lawrence Avenue,Harwood Heights,IL,60706,41.967422,-87.81777,2,2,111,159000,8793,89500,6012,103414,2781,56801,24272,1002,2654,3710,3415,1815,1752,2334,1547,43.6
None,Niles,IL,60714,42.056984,-87.853516,2,2,113,180000,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
None,Niles,IL,60714,42.056984,-87.853516,1,1,81,124900,11139,86746,7254,106948,3885,48180,31208,1524,3447,3779,4041,2333,2044,3243,2371,46.9
None,Harwood Heights,IL,60706,41.967865,-87.81384,2,2,124,344000,8793,89500,6012,103414,2781,56801,24272,1002,2654,3710,3415,1815,1752,2334,1547,43.6
North Olcott Avenue,Harwood Heights,IL,60706,41.96745,-87.81414,2,2,126,319900,8793,89500,6012,103414,2781,56801,24272,1002,2654,3710,3415,1815,1752,2334,1547,43.6
Mint Julip Drive,Alsip,IL,60803,41.68529,-87.75175,2,2,111,214000,9161,71104,5181,86918,3980,45983,22329,1217,2481,3369,2791,1539,1300,2265,982,38.6
None,Oak Lawn,IL,60453,41.694027,-87.74262,2,1,84,102000,21192,86930,13582,103722,7610,53620,58032,2888,7230,7183,7458,4138,4558,6490,2938,41.3
West 122nd Street,Alsip,IL,60803,41.67102,-87.75085,2,2,98,125000,9161,71104,5181,86918,3980,45983,22329,1217,2481,3369,2791,1539,1300,2265,982,38.6
West 111th Street,Chicago,IL,60655,41.691647,-87.71403,2,2,116,230000,10386,114333,6797,140341,3589,62498,28751,1532,2865,4032,3711,2341,2117,2541,1082,40.5
Central Avenue,Alsip,IL,60803,41.662376,-87.757614,2,2,102,132900,9161,71104,5181,86918,3980,45983,22329,1217,2481,3369,2791,1539,1300,2265,982,38.6
Keystone Avenue,Midlothian,IL,60445,41.628273,-87.718704,1,1,74,66990,10797,68737,6154,85171,4643,44484,14666,774,1948,2008,1745,1161,944,1496,633,37.5
Laurel Glen Court,Palos Heights,IL,60463,41.65211,-87.77609,2,2,149,243900,5346,115470,3929,129292,1417,72061,14039,676,1485,1362,1214,1146,1101,2244,1171,49.5
South Central Park Avenue,Alsip,IL,60803,41.67619,-87.71157,2,1,84,114900,9161,71104,5181,86918,3980,45983,22329,1217,2481,3369,2791,1539,1300,2265,982,38.6
Laurel Glen Court,Palos Heights,IL,60463,41.65211,-87.77609,2,2,149,239900,5346,115470,3929,129292,1417,72061,14039,676,1485,1362,1214,1146,1101,2244,1171,49.5
None,Oak Lawn,IL,60453,41.694027,-87.74262,2,1,88,110000,21192,86930,13582,103722,7610,53620,58032,2888,7230,7183,7458,4138,4558,6490,2938,41.3
Keating Avenue,Oak Lawn,IL,60453,41.691586,-87.73903,2,2,138,180000,21192,86930,13582,103722,7610,53620,58032,2888,7230,7183,7458,4138,4558,6490,2938,41.3
Mint Julip Drive,Alsip,IL,60803,41.68529,-87.75175,2,2,111,199898,9161,71104,5181,86918,3980,45983,22329,1217,2481,3369,2791,1539,1300,2265,982,38.6
None,Oak Lawn,IL,60453,41.694023,-87.74263,2,1,88,94900,21192,86930,13582,103722,7610,53620,58032,2888,7230,7183,7458,4138,4558,6490,2938,41.3
West 115th Street,Oak Lawn,IL,60453,41.68379,-87.75615,2,2,136,210000,21192,86930,13582,103722,7610,53620,58032,2888,7230,7183,7458,4138,4558,6490,2938,41.3
Forest Ridge Drive,Palos Heights,IL,60463,41.65065,-87.775894,2,3,177,315000,5346,115470,3929,129292,1417,72061,14039,676,1485,1362,1214,1146,1101,2244,1171,49.5
Keystone Avenue,Midlothian,IL,60445,41.626484,-87.71864,1,1,79,60000,10797,68737,6154,85171,4643,44484,14666,774,1948,2008,1745,1161,944,1496,633,37.5
South Hamlin Avenue,Alsip,IL,60803,41.67632,-87.71429,2,1,78,125000,9161,71104,5181,86918,3980,45983,22329,1217,2481,3369,2791,1539,1300,2265,982,38.6
Kilbourn Avenue,Oak Lawn,IL,60453,41.691338,-87.73186,2,1,84,94900,21192,86930,13582,103722,7610,53620,58032,2888,7230,7183,7458,4138,4558,6490,2938,41.3
Mint Julip Drive,Alsip,IL,60803,41.683796,-87.75244,2,2,137,215000,9161,71104,5181,86918,3980,45983,22329,1217,2481,3369,2791,1539,1300,2265,982,38.6
South Kostner Avenue,Alsip,IL,60803,41.66266,-87.72835,2,1,102,124900,9161,71104,5181,86918,3980,45983,22329,1217,2481,3369,2791,1539,1300,2265,982,38.6
West 115th Street,Oak Lawn,IL,60453,41.68379,-87.75615,2,2,136,229900,21192,86930,13582,103722,7610,53620,58032,2888,7230,7183,7458,4138,4558,6490,2938,41.3
Deblin Lane,Oak Lawn,IL,60453,41.691643,-87.74853,2,2,128,180000,21192,86930,13582,103722,7610,53620,58032,2888,7230,7183,7458,4138,4558,6490,2938,41.3
West 111th Street,Chicago,IL,60655,41.691574,-87.71706,1,1,74,84900,10386,114333,6797,140341,3589,62498,28751,1532,2865,4032,3711,2341,2117,2541,1082,40.5
South Alpine Drive,Alsip,IL,60803,41.662624,-87.756996,2,1,74,99876,9161,71104,5181,86918,3980,45983,22329,1217,2481,3369,2791,1539,1300,2265,982,38.6
Laurel Glen Court,Palos Heights,IL,60463,41.65211,-87.77609,2,2,148,240000,5346,115470,3929,129292,1417,72061,14039,676,1485,1362,1214,1146,1101,2244,1171,49.5
Kilbourn Avenue,Oak Lawn,IL,60453,41.69134,-87.731865,2,1,84,113000,21192,86930,13582,103722,7610,53620,58032,2888,7230,7183,7458,4138,4558,6490,2938,41.3
None,Alsip,IL,60803,41.67571,-87.71426,1,1,65,80000,9161,71104,5181,86918,3980,45983,22329,1217,2481,3369,2791,1539,1300,2265,982,38.6
South Kildare Avenue,Alsip,IL,60803,41.673786,-87.72821,2,1,70,94900,9161,71104,5181,86918,3980,45983,22329,1217,2481,3369,2791,1539,1300,2265,982,38.6
Central Avenue,Chicago Ridge,IL,60415,41.69323,-87.75973,2,1,93,105000,5301,62361,3326,71628,1975,44766,14413,890,2593,1525,1441,1243,939,1390,641,35.7
None,Oak Lawn,IL,60453,41.694023,-87.74263,1,1,70,114500,21192,86930,13582,103722,7610,53620,58032,2888,7230,7183,7458,4138,4558,6490,2938,41.3
Kenneth Avenue,Alsip,IL,60803,41.659794,-87.72922,3,2,111,137900,9161,71104,5181,86918,3980,45983,22329,1217,2481,3369,2791,1539,1300,2265,982,38.6
West 115th Street,Oak Lawn,IL,60453,41.683704,-87.75698,2,2,136,209900,21192,86930,13582,103722,7610,53620,58032,2888,7230,7183,7458,4138,4558,6490,2938,41.3
West Rosemont Avenue,Chicago,IL,60660,41.996616,-87.65478,1,1,60,135000,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
North Sheridan Road,Chicago,IL,60660,41.99686,-87.65585,1,1,72,125000,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
North East River Road,Chicago,IL,60656,41.972816,-87.845375,2,2,107,189900,12523,87104,7399,107668,5124,55659,28665,1182,5162,3859,3530,2121,1832,3025,1501,40.2
North Sheridan Road,Chicago,IL,60660,41.997173,-87.65498,1,1,74,159900,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
North Sheridan Road,Chicago,IL,60660,41.9887,-87.65456,2,2,135,319000,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
North Winthrop Avenue,Chicago,IL,60660,41.989853,-87.65781,2,2,85,265000,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
North Sheridan Road,Chicago,IL,60660,41.98401,-87.65459,2,2,102,279900,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
West Elmdale Avenue,Chicago,IL,60660,41.991135,-87.663956,2,2,158,430000,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
North Commons Drive,Chicago,IL,60656,41.96458,-87.838005,1,1,74,129900,12523,87104,7399,107668,5124,55659,28665,1182,5162,3859,3530,2121,1832,3025,1501,40.2
North Sheridan Road,Chicago,IL,60660,41.99253,-87.65508,2,2,158,499900,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
North Harlem Avenue,Chicago,IL,60656,41.970978,-87.80675,1,1,74,137500,12523,87104,7399,107668,5124,55659,28665,1182,5162,3859,3530,2121,1832,3025,1501,40.2
North Sheridan Road,Chicago,IL,60660,41.997173,-87.65498,1,1,79,115000,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
South Nelson Avenue,Kankakee,IL,60901,41.105457,-87.84692,3,2,193,135900,13362,64098,8500,76617,4862,36358,34453,2101,4460,4643,3877,2264,2406,3120,1604,37.5
North Sheridan Road,Chicago,IL,60660,41.991802,-87.6551,2,2,149,365000,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
North Delphia Avenue,Chicago,IL,60656,41.976696,-87.84076,2,1,102,184900,12523,87104,7399,107668,5124,55659,28665,1182,5162,3859,3530,2121,1832,3025,1501,40.2
North Sheridan Road,Chicago,IL,60660,41.9887,-87.65456,2,2,149,375000,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
North Wayne Avenue,Chicago,IL,60660,41.98473,-87.66399,3,2,186,579000,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
North Sheridan Road,Chicago,IL,60660,41.9887,-87.65456,4,3,248,770000,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
North Broadway,Chicago,IL,60660,41.988785,-87.660645,2,2,121,449000,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
North Cumberland Avenue,Chicago,IL,60656,41.976463,-87.838486,1,1,74,119000,12523,87104,7399,107668,5124,55659,28665,1182,5162,3859,3530,2121,1832,3025,1501,40.2
North Sheridan Road,Chicago,IL,60660,41.9943,-87.65594,1,2,72,115000,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
North Kenmore Avenue,Chicago,IL,60660,41.99066,-87.65643,1,1,70,169900,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
West Higgins Avenue,Chicago,IL,60656,41.98094,-87.80806,2,2,111,220000,12523,87104,7399,107668,5124,55659,28665,1182,5162,3859,3530,2121,1832,3025,1501,40.2
North Sheridan Road,Chicago,IL,60660,41.994236,-87.65531,1,1,79,139000,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
West Higgins Avenue,Chicago,IL,60656,41.979935,-87.80807,1,1,86,149900,12523,87104,7399,107668,5124,55659,28665,1182,5162,3859,3530,2121,1832,3025,1501,40.2
West Granville Avenue,Chicago,IL,60660,41.994263,-87.661354,2,1,111,259900,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
West Granville Avenue,Chicago,IL,60660,41.994167,-87.67633,3,1,84,105000,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
North Sheridan Road,Chicago,IL,60660,41.991802,-87.6551,2,2,149,315000,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
North Sheridan Road,Chicago,IL,60660,41.994236,-87.65531,1,1,75,162500,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
North Sheridan Road,Chicago,IL,60660,41.986645,-87.65471,2,2,149,374900,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
North Winthrop Avenue,Chicago,IL,60660,41.990757,-87.65783,2,1,93,164900,20623,78948,7920,95329,12703,67627,44972,3832,10281,6919,5637,2175,2224,3650,1729,35.5
West Foster Avenue,Chicago,IL,60656,41.973164,-87.8441,2,2,93,175000,12523,87104,7399,107668,5124,55659,28665,1182,5162,3859,3530,2121,1832,3025,1501,40.2
